# t_obs[JD] flux[norm] flux_unc[norm]
2458221.0000000000 0.9996546687 0.0001256418
2458222.0000000000 0.9996274831 0.0001293155
2458223.0000000000 0.9995951542 0.0001410715
2458224.0000000000 0.9996105839 0.0001403367
2458225.0000000000 0.9996260136 0.0001351935
2458226.0000000000 0.9996465865 0.0001462147
2458227.0000000000 0.9996656899 0.0001660529
2458228.0000000000 0.9996715679 0.0001660529
2458229.0000000000 0.9996642204 0.0001403367
2458230.0000000000 0.9996495255 0.0001219681
2458231.0000000000 0.9996392390 0.0001344588
2458232.0000000000 0.9996223398 0.0001484190
2458233.0000000000 0.9996377695 0.0001792784
2458234.0000000000 0.9996524645 0.0002160157
2458235.0000000000 0.9996759764 0.0002343844
2458236.0000000000 0.9996994883 0.0002432014
2458237.0000000000 0.9996980188 0.0002505489
2458238.0000000000 0.9996612815 0.0002586311
2458239.0000000000 0.9996260136 0.0002630396
2458240.0000000000 0.9996282178 0.0002380582
2458241.0000000000 0.9996252788 0.0002138115
2458242.0000000000 0.9996399738 0.0002035250
2458243.0000000000 0.9996509950 0.0001991165
2458244.0000000000 0.9996634857 0.0001961776
2458245.0000000000 0.9996723027 0.0001932386
2458246.0000000000 0.9996803849 0.0001770741
2458247.0000000000 0.9996943451 0.0001410715
2458248.0000000000 0.9997002231 0.0001197638
2458249.0000000000 0.9997016926 0.0001344588
2458250.0000000000 0.9996965493 0.0001734004
2458251.0000000000 0.9996965493 0.0001645834
2458252.0000000000 0.9996936103 0.0001425410
2458253.0000000000 nan nan
2458254.0000000000 nan nan
2458255.0000000000 0.9997038968 0.0001109469
2458256.0000000000 0.9996965493 0.0001080079
2458257.0000000000 0.9996803849 0.0001043341
2458258.0000000000 0.9996656899 0.0001285808
2458259.0000000000 0.9996451170 0.0001623792
2458260.0000000000 0.9996487908 0.0001572359
2458261.0000000000 0.9996561382 0.0001366630
2458262.0000000000 0.9996847934 0.0001285808
2458263.0000000000 0.9997347562 0.0001329893
2458264.0000000000 0.9997553291 0.0001256418
2458265.0000000000 0.9997200612 0.0001065384
2458266.0000000000 0.9996818544 0.0001065384
2458267.0000000000 0.9996789154 0.0001234376
2458268.0000000000 0.9996759764 0.0001447452
2458269.0000000000 0.9996980188 0.0001506232
2458270.0000000000 0.9997244697 0.0001476842
2458271.0000000000 0.9997406342 0.0001410715
2458272.0000000000 0.9997450427 0.0001307850
2458273.0000000000 0.9997354909 0.0001219681
2458274.0000000000 0.9996980188 0.0001190291
2458275.0000000000 0.9996568730 0.0001131511
2458276.0000000000 0.9996627510 0.0001138858
2458277.0000000000 0.9996693637 0.0001094774
2458278.0000000000 0.9996730374 0.0001138858
2458279.0000000000 0.9996708332 0.0001197638
2458280.0000000000 0.9996759764 0.0001182943
2458281.0000000000 0.9996943451 0.0001116816
2458282.0000000000 0.9997024273 0.0001050689
2458283.0000000000 0.9996980188 0.0001058036
2458284.0000000000 0.9996833239 0.0001013951
2458285.0000000000 0.9996745069 0.0001065384
2458286.0000000000 0.9996568730 0.0001168248
2458287.0000000000 0.9996451170 0.0001256418
2458288.0000000000 0.9996318916 0.0001278460
2458289.0000000000 0.9996260136 0.0001337240
2458290.0000000000 0.9996377695 0.0001506232
2458291.0000000000 0.9996429128 0.0001748699
2458292.0000000000 0.9996495255 0.0002145462
2458293.0000000000 0.9996495255 0.0002542226
2458294.0000000000 0.9996781806 0.0002505489
2458295.0000000000 0.9997061010 0.0002358539
2458296.0000000000 0.9997127138 0.0002292412
2458297.0000000000 0.9997009578 0.0002285064
2458298.0000000000 0.9996840586 0.0002329149
2458299.0000000000 0.9996649552 0.0002461404
2458300.0000000000 0.9996392390 0.0002615701
2458301.0000000000 0.9996260136 0.0002755303
2458302.0000000000 0.9996047059 0.0002894905
2458303.0000000000 0.9996039712 0.0002725913
2458304.0000000000 0.9995995627 0.0002483446
2458305.0000000000 0.9996113186 0.0002505489
2458306.0000000000 0.9996304221 0.0002755303
2458307.0000000000 0.9996583425 0.0002843472
2458308.0000000000 0.9997134485 0.0002578963
2458309.0000000000 0.9997523901 0.0002285064
2458310.0000000000 0.9997421037 0.0001844216
2458311.0000000000 0.9997185918 0.0001418062
2458312.0000000000 0.9996987536 0.0001168248
2458313.0000000000 0.9996745069 0.0001072731
2458314.0000000000 0.9996855281 0.0001124163
2458315.0000000000 0.9997303477 0.0001190291
2458316.0000000000 0.9997604724 0.0001168248
2458317.0000000000 0.9997670851 0.0001065384
2458318.0000000000 0.9997590029 0.0001013951
2458319.0000000000 0.9997083053 0.0001212333
2458320.0000000000 0.9996436475 0.0001506232
2458321.0000000000 0.9996318916 0.0001756046
2458322.0000000000 0.9996333611 0.0001969123
2458323.0000000000 0.9996392390 0.0002005860
2458324.0000000000 0.9996502602 0.0001844216
2458325.0000000000 0.9996495255 0.0001660529
2458326.0000000000 0.9996407085 0.0001440105
2458327.0000000000 0.9996245441 0.0001227028
2458328.0000000000 0.9996289526 0.0001160901
2458329.0000000000 0.9996289526 0.0001072731
2458330.0000000000 0.9996392390 0.0001087426
2458331.0000000000 0.9996487908 0.0001109469
2458332.0000000000 0.9996502602 0.0001124163
2458333.0000000000 0.9996465865 0.0001146206
2458334.0000000000 0.9996451170 0.0001131511
2458335.0000000000 0.9996700984 0.0001153553
2458336.0000000000 0.9996862629 0.0001131511
2458337.0000000000 0.9997009578 0.0001153553
2458338.0000000000 0.9997075705 0.0001116816
2458339.0000000000 0.9996936103 0.0001109469
2458340.0000000000 0.9996642204 0.0001182943
2458341.0000000000 0.9996509950 0.0001241723
2458342.0000000000 0.9996693637 0.0001197638
2458343.0000000000 0.9996767112 0.0001138858
2458344.0000000000 0.9996723027 0.0001190291
2458345.0000000000 0.9996583425 0.0001182943
2458346.0000000000 0.9996576077 0.0001168248
2458347.0000000000 0.9996524645 0.0001109469
2458348.0000000000 0.9996539340 0.0001080079
2458349.0000000000 0.9996576077 0.0001050689
2458350.0000000000 0.9996554035 0.0001013951
2458351.0000000000 0.9996524645 0.0001058036
2458352.0000000000 0.9996407085 0.0001035994
2458353.0000000000 0.9996267483 0.0001109469
2458354.0000000000 0.9996047059 0.0001109469
2458355.0000000000 0.9996245441 0.0001094774
2458356.0000000000 0.9996451170 0.0001035994
2458357.0000000000 0.9996546687 0.0001035994
2458358.0000000000 0.9996524645 0.0001160901
2458359.0000000000 0.9996451170 0.0001234376
2458360.0000000000 0.9996392390 0.0001131511
2458361.0000000000 0.9996421780 0.0001035994
2458362.0000000000 0.9996700984 0.0001043341
2458363.0000000000 0.9996877324 0.0001072731
2458364.0000000000 0.9996914061 0.0001116816
2458365.0000000000 0.9996833239 0.0001080079
2458366.0000000000 0.9996723027 0.0001043341
2458367.0000000000 0.9996612815 0.0001013951
2458368.0000000000 0.9996509950 0.0000984561
2458369.0000000000 0.9996634857 0.0001035994
2458370.0000000000 0.9996715679 0.0000999256
2458371.0000000000 0.9996994883 0.0001058036
2458372.0000000000 0.9997222655 0.0001065384
2458373.0000000000 0.9997237350 0.0001109469
2458374.0000000000 0.9997112443 0.0001087426
2458375.0000000000 0.9997038968 0.0001087426
2458376.0000000000 0.9997016926 0.0001116816
2458377.0000000000 0.9996980188 0.0001109469
2458378.0000000000 0.9997024273 0.0001131511
2458379.0000000000 0.9996987536 0.0001094774
2458380.0000000000 0.9996833239 0.0001116816
2458381.0000000000 0.9996583425 0.0001094774
2458382.0000000000 0.9996539340 0.0001080079
2458383.0000000000 0.9996524645 0.0001035994
2458384.0000000000 0.9996392390 0.0001021299
2458385.0000000000 0.9996135229 0.0001035994
2458386.0000000000 0.9995907457 0.0001006604
2458387.0000000000 0.9996098491 0.0001065384
2458388.0000000000 0.9996194009 0.0001065384
2458389.0000000000 0.9996392390 0.0001160901
2458390.0000000000 0.9996524645 0.0001212333
2458391.0000000000 0.9996649552 0.0001227028
2458392.0000000000 0.9996715679 0.0001190291
2458393.0000000000 0.9996759764 0.0001124163
2458394.0000000000 0.9996796501 0.0001080079
2458395.0000000000 0.9996833239 0.0001021299
2458396.0000000000 0.9997083053 0.0001153553
2458397.0000000000 0.9997259392 0.0001263765
2458398.0000000000 0.9997171223 0.0001315198
2458399.0000000000 0.9996950798 0.0001300503
2458400.0000000000 0.9996818544 0.0001293155
2458401.0000000000 0.9996693637 0.0001256418
2458402.0000000000 0.9996700984 0.0001212333
2458403.0000000000 0.9997038968 0.0001234376
2458404.0000000000 0.9997207960 0.0001241723
2458405.0000000000 0.9997075705 0.0001307850
2458406.0000000000 0.9996833239 0.0001315198
2458407.0000000000 0.9996796501 0.0001307850
2458408.0000000000 0.9996759764 0.0001278460
2458409.0000000000 0.9996715679 0.0001293155
2458410.0000000000 0.9996656899 0.0001315198
2458411.0000000000 0.9996568730 0.0001329893
2458412.0000000000 0.9996539340 0.0001388673
2458413.0000000000 0.9996421780 0.0001388673
2458414.0000000000 0.9996429128 0.0001293155
2458415.0000000000 0.9996363000 0.0001153553
2458416.0000000000 0.9996480560 0.0001146206
2458417.0000000000 0.9996598120 0.0001131511
2458418.0000000000 0.9996686289 0.0001146206
2458419.0000000000 0.9996745069 0.0001204986
2458420.0000000000 0.9996833239 0.0001204986
2458421.0000000000 0.9997185918 0.0001204986
2458422.0000000000 0.9997391647 0.0001153553
2458423.0000000000 0.9997171223 0.0001182943
2458424.0000000000 0.9996818544 0.0001138858
2458425.0000000000 0.9996700984 0.0001087426
2458426.0000000000 0.9996620162 0.0001006604
2458427.0000000000 0.9996576077 0.0000999256
2458428.0000000000 0.9996576077 0.0001043341
2458429.0000000000 0.9996561382 0.0001050689
2458430.0000000000 0.9996708332 0.0001146206
2458431.0000000000 0.9996767112 0.0001204986
2458432.0000000000 0.9996818544 0.0001263765
2458433.0000000000 0.9996767112 0.0001263765
2458434.0000000000 0.9996700984 0.0001227028
2458435.0000000000 0.9996561382 0.0001146206
2458436.0000000000 0.9996502602 0.0001094774
2458437.0000000000 0.9996598120 0.0001109469
2458438.0000000000 0.9996634857 0.0001116816
2458439.0000000000 0.9996781806 0.0001116816
2458440.0000000000 0.9996847934 0.0001050689
2458441.0000000000 0.9996869976 0.0001065384
2458442.0000000000 0.9996803849 0.0001035994
2458443.0000000000 0.9996774459 0.0001080079
2458444.0000000000 0.9996723027 0.0001116816
2458445.0000000000 0.9996671594 0.0001131511
2458446.0000000000 0.9996686289 0.0001168248
2458447.0000000000 0.9996642204 0.0001160901
2458448.0000000000 0.9996715679 0.0001256418
2458449.0000000000 0.9996715679 0.0001366630
2458450.0000000000 0.9996818544 0.0001366630
2458451.0000000000 0.9996847934 0.0001307850
2458452.0000000000 0.9996796501 0.0001278460
2458453.0000000000 0.9996642204 0.0001241723
2458454.0000000000 0.9996502602 0.0001190291
2458455.0000000000 0.9996473213 0.0001168248
2458456.0000000000 0.9996429128 0.0001087426
2458457.0000000000 0.9996686289 0.0001043341
2458458.0000000000 0.9996877324 0.0000984561
2458459.0000000000 0.9996892019 0.0001013951
2458460.0000000000 0.9996767112 0.0000991909
2458461.0000000000 0.9996745069 0.0001006604
2458462.0000000000 0.9996759764 0.0001013951
2458463.0000000000 0.9996818544 0.0000991909
2458464.0000000000 0.9997038968 0.0001043341
2458465.0000000000 0.9997156528 0.0001035994
2458466.0000000000 0.9997127138 0.0001072731
2458467.0000000000 0.9996980188 0.0001050689
2458468.0000000000 0.9996877324 0.0001021299
2458469.0000000000 0.9996723027 0.0000999256
2458470.0000000000 0.9996649552 0.0001006604
2458471.0000000000 0.9996649552 0.0001021299
2458472.0000000000 0.9996627510 0.0001013951
2458473.0000000000 0.9996715679 0.0001021299
2458474.0000000000 0.9996723027 0.0000969867
2458475.0000000000 0.9996730374 0.0001006604
2458476.0000000000 0.9996656899 0.0000977214
2458477.0000000000 0.9996767112 0.0001006604
2458478.0000000000 0.9996892019 0.0001035994
2458479.0000000000 0.9996950798 0.0001035994
2458480.0000000000 0.9996965493 0.0001021299
2458481.0000000000 0.9996943451 0.0000969867
2458482.0000000000 0.9997053663 0.0001006604
2458483.0000000000 0.9997075705 0.0000991909
2458484.0000000000 0.9997097748 0.0001035994
2458485.0000000000 0.9997053663 0.0001006604
2458486.0000000000 0.9997053663 0.0001013951
2458487.0000000000 0.9997038968 0.0001065384
2458488.0000000000 0.9997053663 0.0001080079
2458489.0000000000 0.9997149180 0.0001035994
2458490.0000000000 0.9997141833 0.0000977214
2458491.0000000000 0.9997002231 0.0001013951
2458492.0000000000 0.9996789154 0.0000977214
2458493.0000000000 0.9996759764 0.0001013951
2458494.0000000000 0.9996671594 0.0000984561
2458495.0000000000 0.9996715679 0.0000999256
2458496.0000000000 0.9996781806 0.0001006604
2458497.0000000000 0.9996723027 0.0001006604
2458498.0000000000 0.9996524645 0.0001043341
2458499.0000000000 0.9996318916 0.0001021299
2458500.0000000000 0.9996421780 0.0001065384
2458501.0000000000 0.9996465865 0.0001035994
2458502.0000000000 0.9996561382 0.0001058036
2458503.0000000000 0.9996598120 0.0001021299
2458504.0000000000 0.9996671594 0.0001021299
2458505.0000000000 0.9996723027 0.0001021299
2458506.0000000000 0.9996700984 0.0000991909
2458507.0000000000 0.9996620162 0.0001013951
2458508.0000000000 0.9996524645 0.0000977214
2458509.0000000000 0.9996671594 0.0001013951
2458510.0000000000 0.9996774459 0.0000977214
2458511.0000000000 0.9996914061 0.0001006604
2458512.0000000000 0.9997002231 0.0000984561
2458513.0000000000 0.9996987536 0.0000991909
2458514.0000000000 0.9996869976 0.0000999256
2458515.0000000000 0.9996759764 0.0000977214
2458516.0000000000 0.9996774459 0.0001013951
2458517.0000000000 0.9996715679 0.0000991909
2458518.0000000000 0.9996686289 0.0001035994
2458519.0000000000 0.9996576077 0.0000991909
2458520.0000000000 0.9996377695 0.0001021299
2458521.0000000000 nan nan
2458522.0000000000 nan nan
2458523.0000000000 nan nan
2458524.0000000000 nan nan
2458525.0000000000 nan nan
2458526.0000000000 0.9997075705 0.0001013951
2458527.0000000000 0.9997053663 0.0001072731
2458528.0000000000 0.9997134485 0.0001072731
2458529.0000000000 0.9997274087 0.0001072731
2458530.0000000000 0.9997369604 0.0001035994
2458531.0000000000 0.9997384299 0.0001021299
2458532.0000000000 0.9997303477 0.0001094774
2458533.0000000000 0.9997222655 0.0001109469
2458534.0000000000 0.9997296130 0.0001050689
2458535.0000000000 0.9997303477 0.0000977214
2458536.0000000000 0.9997296130 0.0001006604
2458537.0000000000 0.9997222655 0.0000999256
2458538.0000000000 0.9997083053 0.0001021299
2458539.0000000000 0.9996855281 0.0000999256
2458540.0000000000 0.9996671594 0.0000984561
2458541.0000000000 0.9996554035 0.0001035994
2458542.0000000000 0.9996429128 0.0001035994
2458543.0000000000 0.9996480560 0.0001043341
2458544.0000000000 0.9996480560 0.0000984561
2458545.0000000000 0.9996642204 0.0001006604
2458546.0000000000 0.9996767112 0.0000999256
2458547.0000000000 0.9996671594 0.0001013951
2458548.0000000000 0.9996407085 0.0001013951
2458549.0000000000 0.9996318916 0.0001006604
2458550.0000000000 0.9996583425 0.0001035994
2458551.0000000000 0.9996723027 0.0000984561
2458552.0000000000 0.9996693637 0.0001013951
2458553.0000000000 0.9996561382 0.0000984561
2458554.0000000000 0.9996576077 0.0001013951
2458555.0000000000 0.9996546687 0.0000999256
2458556.0000000000 0.9996620162 0.0001013951
2458557.0000000000 0.9996730374 0.0001006604
2458558.0000000000 0.9996708332 0.0000999256
2458559.0000000000 0.9996524645 0.0001050689
2458560.0000000000 0.9996282178 0.0001043341
2458561.0000000000 0.9996142576 0.0001035994
2458562.0000000000 0.9995951542 0.0000969867
2458563.0000000000 0.9996318916 0.0001006604
2458564.0000000000 0.9996774459 0.0001006604
2458565.0000000000 0.9996980188 0.0001013951
2458566.0000000000 0.9996950798 0.0001021299
2458567.0000000000 0.9996767112 0.0001013951
2458568.0000000000 0.9996355653 0.0001035994
2458569.0000000000 0.9995966237 0.0000991909
2458570.0000000000 0.9996149924 0.0001035994
2458571.0000000000 0.9996304221 0.0000999256
2458572.0000000000 0.9996318916 0.0001013951
2458573.0000000000 0.9996223398 0.0001013951
2458574.0000000000 0.9996267483 0.0001013951
2458575.0000000000 0.9996451170 0.0001006604
2458576.0000000000 0.9996546687 0.0000969867
2458577.0000000000 0.9996620162 0.0001013951
2458578.0000000000 0.9996612815 0.0001006604
2458579.0000000000 0.9996745069 0.0001087426
2458580.0000000000 0.9996781806 0.0001109469
2458581.0000000000 0.9996612815 0.0001138858
2458582.0000000000 0.9996289526 0.0001116816
2458583.0000000000 0.9995709075 0.0001094774
2458584.0000000000 0.9994820031 0.0001080079
2458585.0000000000 0.9994114673 0.0001065384
2458586.0000000000 0.9994122021 0.0001094774
2458587.0000000000 0.9994122021 0.0001072731
2458588.0000000000 0.9994775946 0.0001094774
2458589.0000000000 0.9995437219 0.0001050689
2458590.0000000000 0.9995973584 0.0001050689
2458591.0000000000 0.9996399738 0.0001021299
2458592.0000000000 0.9996598120 0.0000991909
2458593.0000000000 0.9996487908 0.0001021299
2458594.0000000000 0.9996355653 0.0001013951
2458595.0000000000 0.9996399738 0.0001065384
2458596.0000000000 0.9996377695 0.0001080079
2458597.0000000000 0.9996392390 0.0001168248
2458598.0000000000 0.9996340958 0.0001204986
2458599.0000000000 0.9996289526 0.0001278460
2458600.0000000000 0.9996194009 0.0001344588
2458601.0000000000 0.9996127881 0.0001418062
2458602.0000000000 0.9996186661 0.0001535622
2458603.0000000000 0.9996179314 0.0001587054
2458604.0000000000 0.9996252788 0.0001447452
2458605.0000000000 0.9996245441 0.0001293155
2458606.0000000000 0.9996414433 0.0001241723
2458607.0000000000 0.9996561382 0.0001153553
2458608.0000000000 0.9996576077 0.0001131511
2458609.0000000000 0.9996451170 0.0001131511
2458610.0000000000 0.9996216051 0.0001080079
2458611.0000000000 0.9995841330 0.0001065384
2458612.0000000000 0.9995437219 0.0001072731
2458613.0000000000 0.9995304964 0.0001131511
2458614.0000000000 0.9995143320 0.0001138858
2458615.0000000000 0.9995437219 0.0001109469
2458616.0000000000 0.9995804592 0.0001058036
