# t_obs[JD] flux[norm] flux_unc[norm]
2457613.0000000000 0.9997964750 0.0001013951
2457614.0000000000 0.9998045572 0.0001035994
2457615.0000000000 0.9998199869 0.0001058036
2457616.0000000000 0.9998772972 0.0001124163
2457617.0000000000 0.9999287295 0.0001109469
2457618.0000000000 0.9999184430 0.0001109469
2457619.0000000000 0.9998890531 0.0001035994
2457620.0000000000 0.9998523158 0.0001050689
2457621.0000000000 0.9998082309 0.0001080079
2457622.0000000000 0.9997942707 0.0001021299
2457623.0000000000 0.9998346818 0.0001072731
2457624.0000000000 0.9998648065 0.0001300503
2457625.0000000000 0.9998750929 0.0001491537
2457626.0000000000 0.9998780319 0.0001645834
2457627.0000000000 0.9998699497 0.0001550317
2457628.0000000000 0.9998545200 0.0001373978
2457629.0000000000 0.9998897879 0.0001124163
2457630.0000000000 0.9999610584 0.0001109469
2457631.0000000000 0.9999772228 0.0001241723
2457632.0000000000 0.9998890531 0.0001146206
2457633.0000000000 0.9997994140 0.0001160901
2457634.0000000000 0.9997222655 0.0001182943
2457635.0000000000 0.9996465865 0.0001124163
2457636.0000000000 0.9996818544 0.0001138858
2457637.0000000000 0.9997479816 0.0001124163
2457638.0000000000 0.9997729631 0.0001153553
2457639.0000000000 0.9997641461 0.0001212333
2457640.0000000000 0.9997773715 0.0001212333
2457641.0000000000 0.9998530505 0.0001168248
2457642.0000000000 0.9999191778 0.0001080079
2457643.0000000000 0.9999426897 0.0001080079
2457644.0000000000 0.9999566499 0.0001087426
2457645.0000000000 0.9999573847 0.0001182943
2457646.0000000000 0.9999515067 0.0001293155
2457647.0000000000 0.9999331380 0.0001388673
2457648.0000000000 0.9998986049 0.0001388673
2457649.0000000000 0.9998743582 0.0001373978
2457650.0000000000 0.9998795014 0.0001381325
2457651.0000000000 0.9998839099 0.0001337240
2457652.0000000000 0.9999052176 0.0001278460
2457653.0000000000 0.9999257905 0.0001182943
2457654.0000000000 0.9999426897 0.0001153553
2457655.0000000000 0.9999573847 0.0001131511
2457656.0000000000 0.9999529762 0.0001080079
2457657.0000000000 0.9999257905 0.0001035994
2457658.0000000000 0.9999088913 0.0000969867
2457659.0000000000 0.9999331380 0.0001013951
2457660.0000000000 0.9999529762 0.0000984561
2457661.0000000000 0.9999529762 0.0001021299
2457662.0000000000 0.9999456287 0.0000991909
2457663.0000000000 0.9999529762 0.0001013951
2457664.0000000000 0.9999662016 0.0001021299
2457665.0000000000 0.9999493024 0.0001013951
2457666.0000000000 0.9998897879 0.0001021299
2457667.0000000000 0.9998302734 0.0000984561
2457668.0000000000 0.9997773715 0.0001021299
2457669.0000000000 0.9997288782 0.0000977214
2457670.0000000000 0.9997700241 0.0001021299
2457671.0000000000 0.9998302734 0.0000999256
2457672.0000000000 0.9998692150 0.0001043341
2457673.0000000000 0.9998964006 0.0001109469
2457674.0000000000 0.9998993396 0.0001131511
2457675.0000000000 0.9998670107 0.0001153553
2457676.0000000000 0.9998390903 0.0001109469
2457677.0000000000 0.9998464378 0.0001080079
2457678.0000000000 0.9998537853 0.0000999256
2457679.0000000000 0.9998706845 0.0001021299
2457680.0000000000 0.9998875837 0.0001013951
2457681.0000000000 0.9998971354 0.0001050689
2457682.0000000000 0.9999015439 0.0001087426
2457683.0000000000 0.9998986049 0.0001087426
2457684.0000000000 0.9998839099 0.0001109469
2457685.0000000000 0.9998721540 0.0001050689
2457686.0000000000 0.9998912574 0.0001050689
2457687.0000000000 0.9999096261 0.0001080079
2457688.0000000000 0.9999118303 0.0001109469
2457689.0000000000 0.9999059523 0.0001065384
2457690.0000000000 0.9999110956 0.0001050689
2457691.0000000000 0.9999257905 0.0001035994
2457692.0000000000 0.9999441592 0.0000999256
2457693.0000000000 0.9999808966 0.0001021299
2457694.0000000000 1.0000117560 0.0000969867
2457695.0000000000 1.0000095517 0.0001021299
2457696.0000000000 1.0000000000 0.0000991909
2457697.0000000000 0.9999860398 0.0001013951
2457698.0000000000 0.9999684059 0.0000999256
2457699.0000000000 0.9999500372 0.0001006604
2457700.0000000000 0.9999309337 0.0001035994
2457701.0000000000 0.9999110956 0.0001043341
2457702.0000000000 0.9998964006 0.0001146206
2457703.0000000000 0.9998795014 0.0001219681
2457704.0000000000 0.9998817057 0.0001329893
2457705.0000000000 0.9998839099 0.0001410715
2457706.0000000000 0.9998758277 0.0001476842
2457707.0000000000 0.9998603980 0.0001513580
2457708.0000000000 0.9998633370 0.0001520927
2457709.0000000000 0.9998912574 0.0001513580
2457710.0000000000 0.9999110956 0.0001454800
2457711.0000000000 0.9999147693 0.0001315198
2457712.0000000000 0.9999132998 0.0001146206
2457713.0000000000 0.9998964006 0.0001124163
2457714.0000000000 0.9998706845 0.0001058036
2457715.0000000000 0.9998596633 0.0001035994
2457716.0000000000 0.9998530505 0.0000999256
2457717.0000000000 0.9998434988 0.0000991909
2457718.0000000000 0.9998302734 0.0001021299
2457719.0000000000 0.9998155784 0.0000991909
2457720.0000000000 0.9998089657 0.0001021299
2457721.0000000000 0.9998008835 0.0000969867
2457722.0000000000 0.9998052919 0.0001013951
2457723.0000000000 0.9998097004 0.0000999256
2457724.0000000000 0.9997847190 0.0001013951
2457725.0000000000 0.9997369604 0.0001043341
2457726.0000000000 0.9997068358 0.0001072731
2457727.0000000000 0.9997127138 0.0001131511
2457728.0000000000 0.9997097748 0.0001146206
2457729.0000000000 0.9997016926 0.0001138858
2457730.0000000000 0.9996833239 0.0001109469
2457731.0000000000 0.9996487908 0.0001050689
2457732.0000000000 0.9996025017 0.0001021299
2457733.0000000000 0.9996216051 0.0001035994
2457734.0000000000 0.9996892019 0.0001043341
2457735.0000000000 0.9997479816 0.0001043341
2457736.0000000000 0.9997979445 0.0001058036
2457737.0000000000 0.9998332123 0.0001013951
2457738.0000000000 0.9998229259 0.0001035994
2457739.0000000000 0.9998016182 0.0000984561
2457740.0000000000 0.9997994140 0.0001021299
2457741.0000000000 0.9997994140 0.0001035994
2457742.0000000000 0.9998155784 0.0001043341
2457743.0000000000 0.9998434988 0.0001043341
2457744.0000000000 0.9998611327 0.0000999256
2457745.0000000000 0.9998655412 0.0001021299
2457746.0000000000 0.9998670107 0.0000991909
2457747.0000000000 0.9998831752 0.0001035994
2457748.0000000000 0.9998971354 0.0001013951
2457749.0000000000 0.9999059523 0.0001035994
2457750.0000000000 0.9999096261 0.0001006604
2457751.0000000000 0.9999162388 0.0001013951
2457752.0000000000 0.9999235863 0.0001035994
2457753.0000000000 0.9999265253 0.0001006604
2457754.0000000000 0.9999221168 0.0001109469
2457755.0000000000 0.9999162388 0.0001168248
2457756.0000000000 0.9999235863 0.0001197638
2457757.0000000000 0.9999287295 0.0001153553
2457758.0000000000 0.9999015439 0.0001146206
2457759.0000000000 0.9998530505 0.0001124163
2457760.0000000000 0.9998339471 0.0001087426
2457761.0000000000 0.9998501115 0.0001072731
2457762.0000000000 0.9998574590 0.0001006604
2457763.0000000000 0.9998501115 0.0001035994
2457764.0000000000 0.9998383556 0.0000977214
2457765.0000000000 0.9998376208 0.0001006604
2457766.0000000000 0.9998339471 0.0000991909
2457767.0000000000 0.9998383556 0.0000999256
2457768.0000000000 0.9998434988 0.0000991909
2457769.0000000000 0.9998501115 0.0000984561
2457770.0000000000 0.9998603980 0.0001006604
2457771.0000000000 0.9998670107 0.0000977214
2457772.0000000000 0.9998772972 0.0001021299
2457773.0000000000 0.9998817057 0.0000984561
2457774.0000000000 0.9998596633 0.0001013951
2457775.0000000000 0.9998265996 0.0000977214
2457776.0000000000 0.9998170479 0.0000991909
2457777.0000000000 0.9998214564 0.0000991909
2457778.0000000000 0.9998317429 0.0000977214
2457779.0000000000 0.9998611327 0.0001006604
2457780.0000000000 0.9998868489 0.0000969867
2457781.0000000000 0.9999074218 0.0001013951
2457782.0000000000 0.9999221168 0.0000999256
2457783.0000000000 0.9999037481 0.0001043341
2457784.0000000000 0.9998699497 0.0001080079
2457785.0000000000 0.9998706845 0.0001160901
2457786.0000000000 0.9998949311 0.0001256418
2457787.0000000000 0.9999015439 0.0001337240
2457788.0000000000 0.9998780319 0.0001440105
2457789.0000000000 0.9998508463 0.0001520927
2457790.0000000000 0.9998288039 0.0001645834
2457791.0000000000 0.9998008835 0.0001756046
2457792.0000000000 0.9997810453 0.0001778089
2457793.0000000000 0.9997590029 0.0001741351
2457794.0000000000 0.9997553291 0.0001741351
2457795.0000000000 0.9997656156 0.0001756046
2457796.0000000000 0.9997803105 0.0001741351
2457797.0000000000 0.9998155784 0.0001653182
2457798.0000000000 nan nan
2457799.0000000000 0.9998618675 0.0001440105
2457800.0000000000 0.9998765624 0.0001300503
2457801.0000000000 0.9998772972 0.0001227028
2457802.0000000000 0.9998699497 0.0001138858
2457803.0000000000 0.9998780319 0.0001072731
2457804.0000000000 0.9999037481 0.0001035994
2457805.0000000000 0.9999184430 0.0000991909
2457806.0000000000 0.9999088913 0.0001006604
2457807.0000000000 0.9998949311 0.0000962519
2457808.0000000000 0.9998795014 0.0001006604
2457809.0000000000 0.9998596633 0.0000977214
2457810.0000000000 0.9998552548 0.0001035994
2457811.0000000000 0.9998559895 0.0001080079
2457812.0000000000 0.9998486420 0.0001138858
2457813.0000000000 0.9998339471 0.0001182943
2457814.0000000000 0.9998236606 0.0001182943
2457815.0000000000 0.9998434988 0.0001256418
2457816.0000000000 0.9998574590 0.0001263765
2457817.0000000000 0.9998383556 0.0001263765
2457818.0000000000 0.9998082309 0.0001204986
2457819.0000000000 0.9997942707 0.0001256418
2457820.0000000000 0.9997876580 0.0001315198
2457821.0000000000 0.9997788410 0.0001315198
2457822.0000000000 0.9997678198 0.0001241723
2457823.0000000000 0.9997553291 0.0001153553
2457824.0000000000 0.9997582681 0.0001153553
2457825.0000000000 0.9997575334 0.0001094774
2457826.0000000000 0.9997744326 0.0001138858
2457827.0000000000 0.9997905970 0.0001131511
2457828.0000000000 0.9997883928 0.0001094774
2457829.0000000000 0.9997714936 0.0001021299
2457830.0000000000 0.9997590029 0.0000984561
2457831.0000000000 0.9997612071 0.0001013951
2457832.0000000000 0.9997626766 0.0000984561
2457833.0000000000 0.9997795758 0.0001021299
2457834.0000000000 0.9997957402 0.0000991909
2457835.0000000000 0.9998434988 0.0001035994
2457836.0000000000 0.9998964006 0.0001021299
2457837.0000000000 0.9998986049 0.0001043341
2457838.0000000000 0.9998596633 0.0001050689
2457839.0000000000 0.9998008835 0.0001043341
2457840.0000000000 0.9996987536 0.0001087426
2457841.0000000000 0.9995878067 0.0001058036
2457842.0000000000 0.9994628997 0.0001094774
2457843.0000000000 0.9993306451 0.0001065384
2457844.0000000000 0.9993137459 0.0001043341
2457845.0000000000 0.9993262367 0.0000984561
2457846.0000000000 0.9994224886 0.0000984561
2457847.0000000000 0.9995966237 0.0001006604
2457848.0000000000 0.9997207960 0.0000977214
2457849.0000000000 0.9997538596 0.0001013951
2457850.0000000000 0.9997744326 0.0000977214
2457851.0000000000 0.9997825148 0.0001013951
2457852.0000000000 0.9997832495 0.0000991909
2457853.0000000000 0.9997950055 0.0001021299
2457854.0000000000 0.9998082309 0.0001013951
2457855.0000000000 0.9998111699 0.0001013951
2457856.0000000000 0.9998030877 0.0001058036
2457857.0000000000 0.9997942707 0.0001058036
2457858.0000000000 0.9997942707 0.0001035994
2457859.0000000000 0.9997935360 0.0000984561
2457860.0000000000 0.9998302734 0.0001058036
2457861.0000000000 0.9998677455 0.0001109469
2457862.0000000000 0.9998795014 0.0001065384
2457863.0000000000 0.9998743582 0.0001006604
2457864.0000000000 0.9998750929 0.0001072731
2457865.0000000000 0.9998853794 0.0001300503
2457866.0000000000 0.9998868489 0.0001425410
2457867.0000000000 0.9998728887 0.0001204986
2457868.0000000000 0.9998545200 0.0001013951
2457869.0000000000 0.9998501115 0.0001021299
2457870.0000000000 0.9998449683 0.0000991909
2457871.0000000000 0.9998545200 0.0001043341
2457872.0000000000 0.9998721540 0.0001116816
2457873.0000000000 0.9998596633 0.0001116816
2457874.0000000000 0.9998097004 0.0001050689
2457875.0000000000 0.9997567986 0.0000977214
2457876.0000000000 0.9997163875 0.0001013951
2457877.0000000000 0.9996730374 0.0000969867
2457878.0000000000 0.9996796501 0.0000999256
2457879.0000000000 0.9996921408 0.0000991909
2457880.0000000000 0.9997038968 0.0001035994
2457881.0000000000 0.9997112443 0.0001050689
2457882.0000000000 0.9997127138 0.0001035994
2457883.0000000000 0.9997090400 0.0001035994
2457884.0000000000 0.9997002231 0.0000999256
2457885.0000000000 0.9997141833 0.0001043341
2457886.0000000000 0.9997274087 0.0001035994
2457887.0000000000 0.9997523901 0.0001021299
2457888.0000000000 0.9997759020 0.0001021299
2457889.0000000000 0.9998082309 0.0001109469
2457890.0000000000 0.9998464378 0.0001197638
2457891.0000000000 0.9998772972 0.0001219681
2457892.0000000000 0.9998986049 0.0001256418
2457893.0000000000 0.9999118303 0.0001373978
2457894.0000000000 0.9999052176 0.0001550317
2457895.0000000000 0.9998941964 0.0001697266
2457896.0000000000 0.9999037481 0.0001866258
2457897.0000000000 0.9999162388 0.0002042598
2457898.0000000000 0.9999015439 0.0002211590
2457899.0000000000 0.9998611327 0.0002387929
2457900.0000000000 0.9998243954 0.0002483446
2457901.0000000000 0.9998023530 0.0002380582
2457902.0000000000 0.9997751673 0.0002321802
2457903.0000000000 0.9997531249 0.0002476099
2457904.0000000000 0.9997259392 0.0002659786
2457905.0000000000 0.9997354909 0.0002505489
2457906.0000000000 0.9997553291 0.0002211590
2457907.0000000000 0.9997722283 0.0001888301
2457908.0000000000 0.9997891275 0.0001550317
2457909.0000000000 0.9997920665 0.0001256418
2457910.0000000000 0.9997678198 0.0001131511
2457911.0000000000 0.9997421037 0.0001065384
2457912.0000000000 0.9997553291 0.0001160901
2457913.0000000000 0.9997700241 0.0001227028
2457914.0000000000 0.9997935360 0.0001219681
2457915.0000000000 0.9998177826 0.0001131511
2457916.0000000000 0.9998288039 0.0001124163
2457917.0000000000 0.9998243954 0.0001256418
2457918.0000000000 0.9998119047 0.0001329893
2457919.0000000000 0.9997905970 0.0001256418
2457920.0000000000 0.9997641461 0.0001131511
2457921.0000000000 0.9997641461 0.0001087426
2457922.0000000000 0.9997626766 0.0001065384
2457923.0000000000 0.9997891275 0.0001109469
2457924.0000000000 0.9998288039 0.0001131511
2457925.0000000000 0.9998376208 0.0001138858
2457926.0000000000 0.9998082309 0.0001212333
2457927.0000000000 0.9997714936 0.0001307850
2457928.0000000000 0.9997259392 0.0001388673
2457929.0000000000 0.9996759764 0.0001418062
2457930.0000000000 0.9996833239 0.0001366630
2457931.0000000000 0.9996965493 0.0001256418
2457932.0000000000 0.9997163875 0.0001204986
2457933.0000000000 0.9997384299 0.0001182943
2457934.0000000000 0.9997516554 0.0001182943
2457935.0000000000 0.9997597376 0.0001197638
2457936.0000000000 0.9997597376 0.0001182943
2457937.0000000000 0.9997553291 0.0001219681
2457938.0000000000 0.9997443079 0.0001190291
2457939.0000000000 0.9997384299 0.0001182943
2457940.0000000000 0.9997274087 0.0001116816
2457941.0000000000 0.9996392390 0.0001087426
2457942.0000000000 0.9994864116 0.0001072731
2457943.0000000000 0.9993651783 0.0001072731
2457944.0000000000 0.9993188892 0.0001153553
2457945.0000000000 0.9992828866 0.0001160901
2457946.0000000000 0.9993703215 0.0001109469
2457947.0000000000 0.9994606954 0.0000999256
2457948.0000000000 0.9995856025 0.0001021299
2457949.0000000000 0.9997149180 0.0001013951
2457950.0000000000 0.9997950055 0.0001043341
2457951.0000000000 0.9998317429 0.0001153553
2457952.0000000000 0.9998434988 0.0001212333
2457953.0000000000 0.9998067614 0.0001182943
2457954.0000000000 0.9997641461 0.0001087426
2457955.0000000000 0.9997421037 0.0001087426
2457956.0000000000 0.9997171223 0.0001043341
2457957.0000000000 0.9997083053 0.0001087426
2457958.0000000000 0.9997016926 0.0001124163
2457959.0000000000 0.9997016926 0.0001131511
2457960.0000000000 0.9997097748 0.0001124163
2457961.0000000000 0.9997112443 0.0001072731
2457962.0000000000 0.9997061010 0.0001065384
2457963.0000000000 0.9996943451 0.0001006604
2457964.0000000000 0.9996914061 0.0001035994
2457965.0000000000 0.9996833239 0.0000991909
2457966.0000000000 0.9997075705 0.0001035994
2457967.0000000000 0.9997421037 0.0001058036
2457968.0000000000 0.9997443079 0.0001065384
2457969.0000000000 0.9997090400 0.0001065384
2457970.0000000000 0.9996789154 0.0001035994
2457971.0000000000 0.9996833239 0.0001080079
2457972.0000000000 0.9996840586 0.0001072731
2457973.0000000000 0.9997038968 0.0001072731
2457974.0000000000 0.9997200612 0.0001013951
2457975.0000000000 0.9997457774 0.0001021299
2457976.0000000000 0.9997736978 0.0001013951
2457977.0000000000 0.9997773715 0.0000991909
2457978.0000000000 0.9997494511 0.0001013951
2457979.0000000000 0.9997156528 0.0000991909
2457980.0000000000 0.9996833239 0.0001006604
2457981.0000000000 0.9996392390 0.0000962519
2457982.0000000000 0.9995473956 0.0000999256
2457983.0000000000 0.9994335098 0.0000977214
2457984.0000000000 0.9993879554 0.0000999256
2457985.0000000000 0.9993820775 0.0001035994
2457986.0000000000 0.9993953029 0.0001021299
2457987.0000000000 0.9994584912 0.0001013951
2457988.0000000000 0.9995084540 0.0000962519
2457989.0000000000 0.9995525388 0.0001021299
2457990.0000000000 0.9995856025 0.0001035994
2457991.0000000000 0.9996289526 0.0001065384
2457992.0000000000 0.9996693637 0.0001035994
2457993.0000000000 0.9997053663 0.0001050689
2457994.0000000000 0.9997354909 0.0001080079
2457995.0000000000 0.9997075705 0.0001065384
2457996.0000000000 0.9995701728 0.0001072731
2457997.0000000000 0.9994122021 0.0001021299
2457998.0000000000 0.9992101466 0.0001065384
2457999.0000000000 0.9989897224 0.0001043341
2458000.0000000000 0.9988773060 0.0001124163
2458001.0000000000 0.9987817888 0.0001204986
2458002.0000000000 0.9988920010 0.0001241723
2458003.0000000000 0.9991873694 0.0001227028
2458004.0000000000 0.9994489395 0.0001160901
2458005.0000000000 0.9996745069 0.0001094774
2458006.0000000000 0.9998537853 0.0000999256
2458007.0000000000 0.9998302734 0.0001013951
2458008.0000000000 0.9997656156 0.0000969867
2458009.0000000000 0.9997097748 0.0000999256
2458010.0000000000 0.9996524645 0.0000999256
2458011.0000000000 0.9996348306 0.0000991909
2458012.0000000000 0.9996620162 0.0000999256
2458013.0000000000 0.9996855281 0.0000977214
2458014.0000000000 0.9997200612 0.0001006604
2458015.0000000000 0.9997450427 0.0000977214
2458016.0000000000 0.9997700241 0.0001006604
2458017.0000000000 0.9997883928 0.0000969867
2458018.0000000000 0.9997759020 0.0000999256
2458019.0000000000 0.9997443079 0.0000991909
2458020.0000000000 0.9997421037 0.0000984561
2458021.0000000000 0.9997788410 0.0001006604
2458022.0000000000 0.9997876580 0.0000977214
2458023.0000000000 0.9997281435 0.0001013951
2458024.0000000000 0.9996612815 0.0000977214
2458025.0000000000 0.9996304221 0.0001013951
2458026.0000000000 0.9996025017 0.0000977214
2458027.0000000000 0.9996274831 0.0000991909
2458028.0000000000 0.9996774459 0.0000991909
2458029.0000000000 0.9997362257 0.0000977214
2458030.0000000000 0.9998141089 0.0001006604
2458031.0000000000 0.9998670107 0.0000962519
2458032.0000000000 0.9998523158 0.0001006604
2458033.0000000000 0.9998288039 0.0000969867
2458034.0000000000 0.9998214564 0.0000999256
2458035.0000000000 0.9998119047 0.0000977214
2458036.0000000000 0.9997847190 0.0000999256
2458037.0000000000 0.9997428384 0.0001006604
2458038.0000000000 0.9997200612 0.0000991909
2458039.0000000000 0.9997369604 0.0001035994
2458040.0000000000 0.9997465122 0.0000991909
2458041.0000000000 0.9997531249 0.0001021299
2458042.0000000000 0.9997531249 0.0000991909
2458043.0000000000 0.9997759020 0.0001080079
2458044.0000000000 0.9998008835 0.0001182943
2458045.0000000000 0.9998089657 0.0001278460
2458046.0000000000 0.9998052919 0.0001329893
2458047.0000000000 0.9998177826 0.0001359283
2458048.0000000000 0.9998721540 0.0001403367
2458049.0000000000 0.9999169735 0.0001403367
2458050.0000000000 0.9999331380 0.0001447452
2458051.0000000000 0.9999412202 0.0001447452
2458052.0000000000 0.9999331380 0.0001418062
2458053.0000000000 0.9999169735 0.0001344588
2458054.0000000000 0.9999052176 0.0001241723
2458055.0000000000 0.9998971354 0.0001124163
2458056.0000000000 0.9998941964 0.0001021299
2458057.0000000000 0.9999044828 0.0001058036
2458058.0000000000 0.9999044828 0.0001124163
2458059.0000000000 0.9998545200 0.0001197638
2458060.0000000000 0.9997942707 0.0001197638
2458061.0000000000 0.9997729631 0.0001204986
2458062.0000000000 0.9997626766 0.0001160901
2458063.0000000000 0.9997516554 0.0001160901
2458064.0000000000 0.9997391647 0.0001212333
2458065.0000000000 0.9997281435 0.0001204986
2458066.0000000000 0.9997347562 0.0001182943
2458067.0000000000 0.9997347562 0.0001094774
2458068.0000000000 0.9997421037 0.0001058036
2458069.0000000000 0.9997421037 0.0000991909
2458070.0000000000 0.9997575334 0.0001021299
2458071.0000000000 0.9997751673 0.0001094774
2458072.0000000000 0.9997942707 0.0001080079
2458073.0000000000 0.9998163132 0.0001035994
2458074.0000000000 0.9998332123 0.0001050689
2458075.0000000000 0.9998501115 0.0001035994
2458076.0000000000 0.9998603980 0.0001021299
2458077.0000000000 0.9998677455 0.0001146206
2458078.0000000000 0.9998699497 0.0001256418
2458079.0000000000 0.9998912574 0.0001234376
2458080.0000000000 0.9999213820 0.0001138858
2458081.0000000000 0.9999162388 0.0001094774
2458082.0000000000 0.9998618675 0.0001087426
2458083.0000000000 0.9998141089 0.0001035994
2458084.0000000000 0.9998067614 0.0001065384
2458085.0000000000 0.9997964750 0.0001035994
2458086.0000000000 0.9998016182 0.0001058036
2458087.0000000000 0.9998045572 0.0001035994
2458088.0000000000 0.9997773715 0.0001050689
2458089.0000000000 0.9997274087 0.0001050689
2458090.0000000000 0.9996950798 0.0001013951
2458091.0000000000 0.9997002231 0.0001021299
2458092.0000000000 0.9997002231 0.0000999256
2458093.0000000000 0.9997097748 0.0001021299
2458094.0000000000 0.9997127138 0.0000984561
2458095.0000000000 0.9997274087 0.0001013951
2458096.0000000000 0.9997391647 0.0000984561
2458097.0000000000 0.9997567986 0.0000991909
2458098.0000000000 0.9997759020 0.0000999256
2458099.0000000000 0.9997861885 0.0000984561
2458100.0000000000 0.9997861885 0.0001035994
2458101.0000000000 0.9997832495 0.0000991909
2458102.0000000000 0.9997964750 0.0001006604
2458103.0000000000 0.9998052919 0.0000999256
2458104.0000000000 0.9998192521 0.0001035994
2458105.0000000000 0.9998302734 0.0001021299
2458106.0000000000 0.9998412946 0.0001035994
2458107.0000000000 0.9998523158 0.0001035994
2458108.0000000000 0.9998434988 0.0001006604
2458109.0000000000 0.9997920665 0.0001058036
2458110.0000000000 0.9997421037 0.0001035994
2458111.0000000000 0.9997457774 0.0001146206
2458112.0000000000 0.9997516554 0.0001278460
2458113.0000000000 0.9997597376 0.0001675224
2458114.0000000000 0.9997641461 0.0002211590
2458115.0000000000 0.9997641461 0.0002240980
2458116.0000000000 0.9997575334 0.0001734004
2458117.0000000000 0.9997494511 0.0001329893
2458118.0000000000 0.9997494511 0.0001124163
2458119.0000000000 0.9997457774 0.0000977214
2458120.0000000000 0.9997582681 0.0001006604
2458121.0000000000 0.9997678198 0.0000977214
2458122.0000000000 0.9997641461 0.0001021299
2458123.0000000000 0.9997509206 0.0001065384
2458124.0000000000 0.9997384299 0.0001072731
2458125.0000000000 0.9997296130 0.0001065384
2458126.0000000000 0.9997222655 0.0001035994
2458127.0000000000 0.9997369604 0.0001021299
2458128.0000000000 0.9997465122 0.0000999256
2458129.0000000000 0.9997501859 0.0001050689
2458130.0000000000 0.9997465122 0.0001043341
2458131.0000000000 0.9997479816 0.0001050689
2458132.0000000000 0.9997494511 0.0001035994
2458133.0000000000 0.9997494511 0.0001021299
2458134.0000000000 0.9997538596 0.0001035994
2458135.0000000000 0.9997538596 0.0000984561
2458136.0000000000 0.9997626766 0.0001050689
2458137.0000000000 0.9997641461 0.0001065384
2458138.0000000000 0.9997612071 0.0001124163
2458139.0000000000 0.9997523901 0.0001116816
2458140.0000000000 0.9997347562 0.0001094774
2458141.0000000000 0.9997068358 0.0001065384
2458142.0000000000 0.9996818544 0.0001035994
2458143.0000000000 0.9996627510 0.0001021299
2458144.0000000000 0.9996421780 0.0000969867
2458145.0000000000 0.9996429128 0.0001013951
2458146.0000000000 0.9996392390 0.0000991909
2458147.0000000000 0.9996598120 0.0001035994
2458148.0000000000 0.9996818544 0.0001043341
2458149.0000000000 0.9996987536 0.0001065384
2458150.0000000000 0.9997112443 0.0001072731
2458151.0000000000 0.9997127138 0.0001050689
2458152.0000000000 0.9997083053 0.0001050689
2458153.0000000000 0.9996980188 0.0000999256
2458154.0000000000 0.9996965493 0.0001035994
2458155.0000000000 0.9996877324 0.0000984561
2458156.0000000000 0.9996583425 0.0001006604
2458157.0000000000 0.9996142576 0.0000984561
2458158.0000000000 0.9995804592 0.0000991909
2458159.0000000000 0.9995525388 0.0000999256
2458160.0000000000 0.9995481304 0.0000977214
2458161.0000000000 0.9996149924 0.0001035994
2458162.0000000000 0.9996723027 0.0001021299
2458163.0000000000 0.9997237350 0.0001065384
2458164.0000000000 0.9997641461 0.0001050689
2458165.0000000000 0.9997457774 0.0001035994
2458166.0000000000 0.9996987536 0.0000999256
2458167.0000000000 0.9996708332 0.0000991909
2458168.0000000000 0.9996642204 0.0001006604
2458169.0000000000 0.9996539340 0.0000969867
2458170.0000000000 0.9996524645 0.0001013951
2458171.0000000000 0.9996414433 0.0000984561
2458172.0000000000 0.9996260136 0.0001013951
2458173.0000000000 0.9996025017 0.0001006604
2458174.0000000000 0.9996216051 0.0001065384
2458175.0000000000 0.9996583425 0.0001109469
2458176.0000000000 0.9996789154 0.0001124163
2458177.0000000000 0.9996818544 0.0001116816
2458178.0000000000 0.9996759764 0.0001072731
2458179.0000000000 0.9996686289 0.0001087426
2458180.0000000000 0.9996546687 0.0001058036
2458181.0000000000 0.9996642204 0.0001087426
2458182.0000000000 0.9996700984 0.0001050689
2458183.0000000000 0.9996789154 0.0001080079
2458184.0000000000 0.9996847934 0.0001124163
2458185.0000000000 0.9996892019 0.0001138858
2458186.0000000000 0.9996943451 0.0001146206
2458187.0000000000 0.9996943451 0.0001116816
2458188.0000000000 0.9997016926 0.0001072731
2458189.0000000000 0.9997024273 0.0001006604
2458190.0000000000 0.9997024273 0.0001043341
2458191.0000000000 0.9996950798 0.0001043341
2458192.0000000000 0.9996642204 0.0001087426
2458193.0000000000 0.9996149924 0.0001124163
2458194.0000000000 0.9995951542 0.0001153553
2458195.0000000000 0.9996318916 0.0001263765
2458196.0000000000 0.9996554035 0.0001366630
2458197.0000000000 0.9996554035 0.0001498885
2458198.0000000000 0.9996451170 0.0001601749
2458199.0000000000 0.9996495255 0.0001535622
2458200.0000000000 0.9996524645 0.0001388673
2458201.0000000000 0.9996399738 0.0001373978
2458202.0000000000 0.9996171966 0.0001476842
2458203.0000000000 0.9995929500 0.0001462147
2458204.0000000000 0.9995841330 0.0001278460
2458205.0000000000 0.9995753160 0.0001146206
2458206.0000000000 0.9996149924 0.0001190291
2458207.0000000000 0.9996495255 0.0001197638
2458208.0000000000 0.9996833239 0.0001109469
2458209.0000000000 0.9997112443 0.0001197638
2458210.0000000000 0.9997200612 0.0001256418
2458211.0000000000 0.9997112443 0.0001160901
2458212.0000000000 0.9996965493 0.0001094774
2458213.0000000000 0.9996833239 0.0001035994
2458214.0000000000 0.9996656899 0.0000999256
2458215.0000000000 0.9996892019 0.0001043341
2458216.0000000000 0.9997090400 0.0001065384
2458217.0000000000 0.9997053663 0.0001080079
2458218.0000000000 0.9996847934 0.0001035994
2458219.0000000000 0.9996723027 0.0001035994
2458220.0000000000 0.9996693637 0.0001160901
