# t_obs[JD] firstOrderFlux[norm] firstOrderFluxUnc[norm] centralOrderFlux[norm] centralOrderFluxUnc[norm]
2457798.0000000000 0.7548879199 0.0025831613 0.3846935916 0.0076167047
2457799.0000000000 0.7601246889 0.0029241916 0.3863825588 0.0063858350
2457800.0000000000 0.7593982444 0.0029411075 0.3878941265 0.0061311437
2457801.0000000000 0.7654636244 0.0020129646 0.3895202897 0.0036930789
2457802.0000000000 0.7696516566 0.0031715805 0.4206836439 0.0183308697
2457803.0000000000 0.7730786638 0.0022878286 0.5260690182 0.0275139851
2457804.0000000000 0.7820573584 0.0020588741 0.5787907417 0.0559123955
2457805.0000000000 0.7864153549 0.0024489924 0.5513755130 0.0288925703
2457806.0000000000 0.7937890514 0.0028184160 0.5453206380 0.0173433808
2457807.0000000000 0.7944309588 0.0016590301 0.5267578676 0.0162057663
2457808.0000000000 0.7982752698 0.0057848585 0.5556420324 0.0842455823
2457809.0000000000 0.7953514666 0.0024355161 0.5115681849 0.0352655872
2457810.0000000000 0.7958205705 0.0020701396 0.4714117033 0.0091022324
2457811.0000000000 0.7935913860 0.0025912484 0.4464519944 0.0119153493
2457812.0000000000 0.7912183634 0.0025159356 0.4997524310 0.0399144220
2457813.0000000000 0.7897899687 0.0043419847 0.5039382451 0.0502029955
2457814.0000000000 0.7887283914 0.0027614528 0.4650755440 0.0151766895
2457815.0000000000 0.7870020579 0.0029417926 0.4409360510 0.0096158660
2457816.0000000000 0.7848632587 0.0037735396 0.4344646808 0.0148506548
2457817.0000000000 0.7733657681 0.0031647436 0.3985563113 0.0147717040
2457818.0000000000 0.7610473722 0.0034385552 0.3621235994 0.0133934516
2457819.0000000000 0.7495871601 0.0025788811 0.3429761788 0.0063843410
2457820.0000000000 0.7457936110 0.0029511370 0.3314607619 0.0034116368
2457821.0000000000 0.7390939657 0.0024881779 0.3227878048 0.0036796066
2457822.0000000000 0.7386788939 0.0023010788 0.3229678950 0.0043764769
2457823.0000000000 0.7325096170 0.0029057289 0.3132925335 0.0015867635
2457824.0000000000 0.7291899746 0.0029855762 0.3046158526 0.0045329209
2457825.0000000000 0.7265600350 0.0027916048 0.3033242500 0.0029668626
2457826.0000000000 0.7257328154 0.0020821891 0.3011761097 0.0009863078
2457827.0000000000 0.7235584187 0.0021952043 0.3003459709 0.0027636108
2457828.0000000000 0.7278779077 0.0022470398 0.3104969979 0.0017401700
2457829.0000000000 0.7262292319 0.0021798776 0.3116713552 0.0022933026
2457830.0000000000 0.7273073296 0.0022710752 0.3194724218 0.0028697436
2457831.0000000000 0.7273798384 0.0022280332 0.3263084156 0.0025084916
2457832.0000000000 0.7303861305 0.0020772733 0.3358545448 0.0043582280
2457833.0000000000 0.7345386005 0.0021118114 0.3590305258 0.0066702029
2457834.0000000000 0.7333727096 0.0024562885 0.3571773227 0.0074375245
2457835.0000000000 0.7340595166 0.0023356805 0.3601528118 0.0187768665
2457836.0000000000 0.7379815771 0.0026063703 0.3638837069 0.0060511390
2457837.0000000000 0.7411777934 0.0023808555 0.3591076072 0.0041956294
2457838.0000000000 0.7419120073 0.0022835484 0.3639899017 0.0204001292
2457839.0000000000 0.7441374272 0.0025257461 0.4037994385 0.0308215278
2457840.0000000000 0.7543180128 0.0034017146 0.5403602027 0.1071016610
2457841.0000000000 0.7626443962 0.0033707221 0.5469800604 0.0878735082
2457842.0000000000 0.7648732345 0.0030841829 0.5199289965 0.0505604748
2457843.0000000000 0.7529296937 0.0033839935 0.4997120784 0.0272935078
2457844.0000000000 0.7477748556 0.0028436592 0.5335839323 0.0687213401
2457845.0000000000 0.7555533260 0.0064560703 0.7961533907 0.7316797920
2457846.0000000000 0.7686123137 0.0054035690 1.3290895532 0.9365836801
2457847.0000000000 0.7836281857 0.0042050894 1.6320782420 0.6275328946
2457848.0000000000 0.7749865097 0.0036788670 1.0348988176 0.1784937628
2457849.0000000000 0.7660847101 0.0031954676 0.7216896519 0.0586945010
2457850.0000000000 0.7606784288 0.0043917577 0.6259057263 0.1406937859
2457851.0000000000 0.7508834694 0.0024588523 0.5105448071 0.0978470673
2457852.0000000000 0.7436797301 0.0032947382 0.4801394325 0.0405413237
2457853.0000000000 0.7359823430 0.0025028549 0.4053863200 0.0156689953
2457854.0000000000 0.7353906324 0.0022268325 0.3750692806 0.0200876346
2457855.0000000000 0.7418876894 0.0027917178 0.3713756211 0.0119975231
2457856.0000000000 0.7448021058 0.0019438177 0.3611746454 0.0104619895
2457857.0000000000 0.7476578074 0.0030337601 0.3656540487 0.0058062729
2457858.0000000000 0.7472775279 0.0026652476 0.3683011054 0.0042357735
2457859.0000000000 0.7483458575 0.0036041121 0.3735253542 0.0094619748
2457860.0000000000 0.7598901264 0.0035627370 0.4494739061 0.0446308554
2457861.0000000000 0.7751018768 0.0030478296 0.5915992692 0.1025362673
2457862.0000000000 0.7780599214 0.0028564079 0.6936046948 0.3695210043
2457863.0000000000 0.7951797296 0.0043899354 0.6658279566 0.1372147048
2457864.0000000000 0.7989794305 0.0034249095 0.5820753126 0.0248561727
2457865.0000000000 0.8092625852 0.0024626946 0.5943235214 0.0233076845
2457866.0000000000 0.8107875876 0.0039046220 0.5875426866 0.0387507467
2457867.0000000000 0.8047012941 0.0021936010 0.5464515631 0.0160271013
2457868.0000000000 0.8029870382 0.0040639917 0.5368520455 0.0189366692
2457869.0000000000 0.8001302701 0.0025912555 0.5155601197 0.0286253041
2457870.0000000000 0.7973595789 0.0026731793 0.5285911551 0.0347744881
2457871.0000000000 0.7908766621 0.0024142424 0.4984496070 0.0148807949
2457872.0000000000 0.7804992304 0.0022118307 0.4900155855 0.0134563977
2457873.0000000000 0.7785830714 0.0033718875 0.4783465632 0.0102363945
2457874.0000000000 0.7759423325 0.0025848423 0.5003403973 0.0444829817
2457875.0000000000 0.7658913814 0.0044204194 0.4449266630 0.0223618877
2457876.0000000000 0.7565628772 0.0022737732 0.4414806607 0.0125741695
2457877.0000000000 0.7484941595 0.0026436913 0.4059931667 0.0133562063
2457878.0000000000 0.7408346725 0.0048686097 0.3869293549 0.0079574684
2457879.0000000000 0.7353562002 0.0025105112 0.3995054278 0.0310312462
2457880.0000000000 0.7264921807 0.0021071286 0.3421912138 0.0208413633
2457881.0000000000 0.7242122061 0.0021927464 0.3110453664 0.0053665237
2457882.0000000000 0.7217779401 0.0022731729 0.3060190320 0.0039349418
2457883.0000000000 0.7193967809 0.0021576856 0.3043153708 0.0035590894
2457884.0000000000 0.7169490811 0.0020886377 0.2989506011 0.0030714234
2457885.0000000000 0.7155234904 0.0023675982 0.3037800842 0.0052585769
2457886.0000000000 0.7175336722 0.0027387170 0.3197645894 0.0038062660
2457887.0000000000 0.7198528676 0.0019071607 0.3317820334 0.0083126813
2457888.0000000000 0.7232112012 0.0018237324 0.3501498753 0.0038349728
2457889.0000000000 0.7240846199 0.0022142815 0.3514174438 0.0017762330
2457890.0000000000 0.7305907458 0.0043725039 0.3722613139 0.0084707754
2457891.0000000000 0.7402379189 0.0024980591 0.3956288165 0.0075532168
2457892.0000000000 0.7459324485 0.0016304673 0.4055389136 0.0048504678
2457893.0000000000 0.7465766444 0.0021131887 0.4015159575 0.0053369582
2457894.0000000000 0.7498715168 0.0020232271 0.3877339108 0.0007788551
2457895.0000000000 0.7497793657 0.0017534343 0.3942954308 0.0061426675
2457896.0000000000 0.7509044607 0.0020730920 0.4029093828 0.0048506925
2457897.0000000000 0.7557174138 0.0022928222 0.4569581676 0.0297061972
2457898.0000000000 0.7616789394 0.0047581018 0.4751070471 0.0201951372
2457899.0000000000 0.7661776663 0.0020274791 0.5060468803 0.0243739716
2457900.0000000000 0.7695251158 0.0032309804 0.5235904269 0.0173598663
2457901.0000000000 0.7707909835 0.0021822437 0.5586605278 0.0545321131
2457902.0000000000 0.7607670837 0.0033990589 0.5399164939 0.0741167425
2457903.0000000000 0.7529343906 0.0026286541 0.5161016561 0.0473764054
2457904.0000000000 0.7497916059 0.0025387208 0.4514843912 0.0157540503
2457905.0000000000 0.7476251975 0.0036985869 0.5222202345 0.1015065123
2457906.0000000000 0.7520501019 0.0029697763 0.7433831201 0.2041449524
2457907.0000000000 0.7533394612 0.0032761484 0.5955300765 0.1393215855
2457908.0000000000 0.7525747987 0.0032120940 0.4645265980 0.0819082443
2457909.0000000000 0.7653660913 0.0024379529 0.4257438956 0.0209243698
2457910.0000000000 0.7674883277 0.0022545054 0.5101495503 0.1022823613
2457911.0000000000 0.7666388596 0.0021044588 0.4645400234 0.0310556767
2457912.0000000000 0.7669437697 0.0038314351 0.5025759475 0.1222699808
2457913.0000000000 0.7576185992 0.0023976655 0.3991307100 0.0138202908
2457914.0000000000 0.7540707298 0.0021828653 0.4204346440 0.0360375758
2457915.0000000000 0.7601560416 0.0026692452 0.4379144003 0.0059046440
2457916.0000000000 0.7638402836 0.0021391876 0.4505942091 0.0165165967
2457917.0000000000 0.7648395157 0.0023779950 0.4702508327 0.0120540247
2457918.0000000000 0.7610577336 0.0030685171 0.4556703747 0.0290259395
2457919.0000000000 0.7512977996 0.0020916889 0.4622379345 0.0381784898
2457920.0000000000 0.7551997306 0.0024082741 0.4783821052 0.0400794650
2457921.0000000000 0.7492493505 0.0031020664 0.4072949047 0.0150394955
2457922.0000000000 0.7476410045 0.0020848943 0.4055782166 0.0072091900
2457923.0000000000 0.7498797735 0.0023041795 0.4195122610 0.0214387184
2457924.0000000000 0.7534607684 0.0020425303 0.4268211086 0.0110459891
2457925.0000000000 0.7494510065 0.0025585467 0.4543097729 0.0330928980
2457926.0000000000 0.7490489729 0.0025973226 0.4284223831 0.0065989963
2457927.0000000000 0.7491066424 0.0023059241 0.4178575991 0.0084432763
2457928.0000000000 0.7487193423 0.0022322357 0.4119048948 0.0090615847
2457929.0000000000 0.7397585101 0.0031659937 0.3887750948 0.0051427909
2457930.0000000000 0.7357917901 0.0019501886 0.3827016581 0.0039198040
2457931.0000000000 0.7385173205 0.0017890107 0.3946805551 0.0056884228
2457932.0000000000 0.7392834380 0.0020426857 0.3921570487 0.0093355777
2457933.0000000000 0.7327041534 0.0037801435 0.3746850522 0.0203946106
2457934.0000000000 0.7274667700 0.0019773034 0.3390801009 0.0056670782
2457935.0000000000 0.7277753457 0.0019721757 0.3293485647 0.0045225546
2457936.0000000000 0.7315618672 0.0017967659 0.3258643031 0.0028887252
2457937.0000000000 0.7336893655 0.0022628538 0.3347146947 0.0182049798
2457938.0000000000 0.7345268052 0.0023801987 0.4172121128 0.1011749501
2457939.0000000000 0.7338384232 0.0018608062 0.4419764828 0.0499992138
2457940.0000000000 0.7349960574 0.0019045262 0.4220755011 0.0156851671
2457941.0000000000 0.7299859262 0.0020339841 0.4170136332 0.0202286379
2457942.0000000000 0.7314490497 0.0022773612 0.5069471113 0.0441198057
2457943.0000000000 0.7374390957 0.0028740513 0.5610145231 0.0539637981
2457944.0000000000 0.7438295012 0.0030302639 0.7295453969 0.3167033690
2457945.0000000000 0.7436160783 0.0026474205 0.5637360899 0.0567299131
2457946.0000000000 0.7414867224 0.0023206787 0.5364530199 0.0352855942
2457947.0000000000 0.7429599460 0.0022347713 0.5594224898 0.0185976224
2457948.0000000000 0.7475843238 0.0024899931 0.6390230573 0.1279050997
2457949.0000000000 0.7678604494 0.0044462206 1.5378009363 1.2739181169
2457950.0000000000 0.7643743813 0.0033309573 0.6770980550 0.1230663168
2457951.0000000000 0.7694458829 0.0029888958 0.7927726319 0.1868685072
2457952.0000000000 0.7604107337 0.0036315802 0.7029490254 0.1129792276
2457953.0000000000 0.7508732916 0.0019927291 0.7112264450 0.0892044924
2457954.0000000000 0.7477944554 0.0034968815 0.5705728838 0.0928610857
2457955.0000000000 0.7322363916 0.0024879872 0.4628657795 0.0838272253
2457956.0000000000 0.7255399953 0.0039106326 0.3588609954 0.0252867182
2457957.0000000000 0.7221207291 0.0026618926 0.3498977890 0.0118208194
2457958.0000000000 0.7252832690 0.0019642863 0.3618147467 0.0102459204
2457959.0000000000 0.7226889835 0.0027528077 0.3387382331 0.0068345931
2457960.0000000000 0.7160832833 0.0020585492 0.3178497081 0.0072688799
2457961.0000000000 0.7142509058 0.0023467977 0.2990762519 0.0053884827
2457962.0000000000 0.7145803457 0.0020326986 0.2983876956 0.0082102998
2457963.0000000000 0.7187209569 0.0026669780 0.3054181582 0.0056214442
2457964.0000000000 0.7238702011 0.0017244195 0.3157652579 0.0064193666
2457965.0000000000 0.7264367714 0.0019482462 0.3421771366 0.0108752930
2457966.0000000000 0.7329633023 0.0027090594 0.4232375780 0.0389272820
2457967.0000000000 0.7361791255 0.0030612140 0.4755209506 0.0582885173
2457968.0000000000 0.7344196947 0.0025612377 0.4196899997 0.0138668654
2457969.0000000000 0.7361060587 0.0020737065 0.4156020333 0.0203900718
2457970.0000000000 0.7372661862 0.0021366873 0.4004028200 0.0075716164
2457971.0000000000 0.7335474908 0.0019386547 0.3930690928 0.0043263861
2457972.0000000000 0.7329764748 0.0020813839 0.3801597418 0.0032557655
2457973.0000000000 0.7296317234 0.0027146251 0.3747014071 0.0029555754
2457974.0000000000 0.7282597975 0.0020437452 0.3670580498 0.0063297571
2457975.0000000000 0.7226640087 0.0020578217 0.3586873218 0.0031075805
2457976.0000000000 0.7225985841 0.0043234231 0.3599584293 0.0059484807
2457977.0000000000 0.7196000260 0.0020383420 0.3561137598 0.0015017324
2457978.0000000000 0.7205247717 0.0025514907 0.3589877814 0.0021958385
2457979.0000000000 0.7178535417 0.0025579958 0.3550487492 0.0058690312
2457980.0000000000 0.7202246856 0.0023743434 0.4985088164 0.1055663328
2457981.0000000000 0.7154513912 0.0026599432 0.5241027951 0.0893958810
2457982.0000000000 0.7165263035 0.0023808414 0.5062208152 0.0264926728
2457983.0000000000 0.7226293717 0.0020260665 0.4616418570 0.0294154242
2457984.0000000000 0.7281545093 0.0029010814 0.5167487457 0.0617046056
2457985.0000000000 0.7359226889 0.0033450269 0.7777070961 0.1205285236
2457986.0000000000 0.7449116036 0.0023462750 0.7760054528 0.0904745498
2457987.0000000000 0.7518672971 0.0039931497 0.7823194418 0.1190086293
2457988.0000000000 0.7497340848 0.0055658275 0.6555392239 0.1026829023
2457989.0000000000 0.7507318478 0.0027045532 0.6023988759 0.1368098418
2457990.0000000000 0.7510222575 0.0025903938 0.5433340620 0.1080920474
2457991.0000000000 0.7502495785 0.0032544861 0.5684953384 0.1478706149
2457992.0000000000 0.7532444637 0.0029218467 0.5243830223 0.0446100673
2457993.0000000000 0.7599015120 0.0027776554 0.5494002749 0.0729330535
2457994.0000000000 0.7564346200 0.0029650087 0.6615854832 0.0946151202
2457995.0000000000 0.7530451174 0.0019939298 0.7079183954 0.0791483306
2457996.0000000000 0.7588386916 0.0031152601 0.7004158402 0.0953663961
2457997.0000000000 0.7632808792 0.0039274779 0.6510982943 0.0271894865
2457998.0000000000 0.7768793890 0.0024293572 0.7502729522 0.0759019184
2457999.0000000000 0.7786490258 0.0026372357 0.9097167518 0.2444070363
2458000.0000000000 0.7930106584 0.0061055120 1.0011316564 0.0983127154
2458001.0000000000 0.8157613161 0.0112112763 2.8386632843 1.8566370879
2458002.0000000000 0.8543583497 0.0091839315 2.1464088049 1.0161573702
2458003.0000000000 nan nan nan nan
2458004.0000000000 0.9155487054 0.0673917763 2.0763274583 1.3103421243
2458005.0000000000 0.8457646738 0.0386559179 1.8428532711 1.1851656999
2458006.0000000000 0.8052935485 0.0047481430 1.7329436163 0.9304042735
2458007.0000000000 nan nan nan nan
2458008.0000000000 1.7342524215 0.1290758576 0.9269517366 0.3648564961
2458009.0000000000 0.9754456476 0.1003827444 0.5140255545 0.0755549577
2458010.0000000000 0.7997384144 0.0078503224 0.4043424821 0.0181187487
2458011.0000000000 0.7447217217 0.0143232239 0.3782378192 0.0055616035
2458012.0000000000 0.7115636569 0.0031440701 0.3631933380 0.0070416937
2458013.0000000000 0.7033747480 0.0032991667 0.3475817718 0.0077587248
2458014.0000000000 0.7022360992 0.0022077341 0.3384364396 0.0050175219
2458015.0000000000 0.7035527217 0.0028816935 0.3409799998 0.0054046675
2458016.0000000000 0.7042774076 0.0025054187 0.3642128757 0.0100048402
2458017.0000000000 0.7097995433 0.0027979756 0.3872797676 0.0269382291
2458018.0000000000 0.7161129480 0.0026503234 0.3818103132 0.0111405125
2458019.0000000000 0.7257584753 0.0035403544 0.4557536704 0.0273707644
2458020.0000000000 0.7409690109 0.0044832025 0.5599302904 0.0345368065
2458021.0000000000 0.7575302622 0.0039420630 0.6329896884 0.0255594097
2458022.0000000000 0.7646048896 0.0019542003 0.6760303557 0.0362747305
2458023.0000000000 0.7676339316 0.0028274425 0.6701412765 0.0228948049
2458024.0000000000 0.7711667003 0.0032631171 0.6672077188 0.0657314267
2458025.0000000000 0.7733600047 0.0024011546 0.6541474262 0.0224069400
2458026.0000000000 0.7696598568 0.0024648771 0.6275385910 0.0090080103
2458027.0000000000 0.7738031378 0.0027497706 0.6074539927 0.0142849574
2458028.0000000000 0.7664211000 0.0035852892 0.5787040783 0.0162713783
2458029.0000000000 0.7599748401 0.0029011379 0.5691186287 0.0124474795
2458030.0000000000 0.7649233819 0.0027949032 0.5606448799 0.0187426730
2458031.0000000000 0.7591662881 0.0020648777 0.5479415970 0.0049872235
2458032.0000000000 0.7551737105 0.0020879949 0.5595624250 0.0318377554
2458033.0000000000 0.7439950582 0.0031150058 0.5903648164 0.0357430364
2458034.0000000000 0.7297328728 0.0073913328 0.5595472173 0.0499199001
2458035.0000000000 0.7193992953 0.0024030404 0.5140095806 0.0236068663
2458036.0000000000 0.7074412259 0.0037888522 0.4608779901 0.0250142853
2458037.0000000000 0.6986140893 0.0022646620 0.3728533465 0.0214092539
2458038.0000000000 0.6890112579 0.0025370045 0.3288735817 0.0061964597
2458039.0000000000 0.6876175002 0.0025909871 0.3165163469 0.0022817546
2458040.0000000000 0.6864361908 0.0028500441 0.3073559641 0.0017540463
2458041.0000000000 0.6840767786 0.0022911977 0.3035616589 0.0011883065
2458042.0000000000 0.6844587602 0.0025961713 0.3081014349 0.0041454814
2458043.0000000000 0.6909381385 0.0032328027 0.3236459952 0.0057730792
2458044.0000000000 0.7007375900 0.0021474866 0.3384066010 0.0038848414
2458045.0000000000 0.7058057367 0.0021911360 0.3886853424 0.0301413504
2458046.0000000000 0.7134480959 0.0024754221 0.4000275357 0.0151774693
2458047.0000000000 0.7243918184 0.0033192116 0.4967811377 0.2337454416
2458048.0000000000 0.7261341497 0.0021342647 0.5536656961 0.0876448562
2458049.0000000000 0.7324102334 0.0022677344 0.5030715469 0.0154321586
2458050.0000000000 0.7377388851 0.0022103545 0.4928883444 0.0028407580
2458051.0000000000 0.7398067928 0.0023367329 0.4929542362 0.0051716737
2458052.0000000000 0.7440363979 0.0029430710 0.5095241224 0.0094647294
2458053.0000000000 0.7405308360 0.0025464548 0.4959441618 0.0267970990
2458054.0000000000 0.7370497968 0.0028442595 0.4691930265 0.0085768233
2458055.0000000000 0.7319798984 0.0031674134 0.4452721640 0.0026196109
2458056.0000000000 0.7277359412 0.0022184204 0.4402969983 0.0035755229
