# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450262.688941 150434727381.000000 171.000000 83972557.305447 11647.046989 0.000000 1.000000
2450262.701756 150434727381.000000 284.000000 2873029.630502 2426.849315 0.000000 0.000000
2450262.713053 150434727381.000000 195.000000 40102579.549781 7636.191559 0.000000 1.000000
2450262.740254 150434727381.000000 171.000000 83417475.232973 11676.415007 0.000000 1.000000
2450262.753068 150434727381.000000 284.000000 2878919.932336 2394.403917 0.000000 0.000000
2450262.764321 150434727381.000000 195.000000 39858124.891724 7611.335287 0.000000 1.000000
2450262.777078 150434727381.000000 304.000000 29629317.312856 6037.414507 0.000000 0.000000
2450262.791758 150434727381.000000 171.000000 83148187.591648 11595.198939 0.000000 1.000000
2450262.804581 150434727381.000000 284.000000 2889951.659455 2394.448440 0.000000 0.000000
2450262.815850 150434727381.000000 195.000000 41005044.486620 7726.403288 0.000000 1.000000
2450262.828665 150434727381.000000 304.000000 29664469.828470 6266.409900 0.000000 0.000000
2450262.841732 150434727381.000000 171.000000 83786605.907029 11665.907674 0.000000 1.000000
2450262.854546 150434727381.000000 284.000000 2896970.185012 2473.900373 0.000000 0.000000
2450262.865873 150434727381.000000 195.000000 40567375.021656 7669.054986 0.000000 1.000000
2450262.878641 150434727381.000000 304.000000 29650059.152794 6237.723706 0.000000 0.000000
2450262.891909 150434727381.000000 171.000000 82130298.070969 11511.895596 0.000000 1.000000
2450262.904697 150434727381.000000 284.000000 2903181.396401 2405.883102 0.000000 0.000000
2450262.916017 150434727381.000000 195.000000 43719126.437326 7961.181243 0.000000 1.000000
2450262.928943 150434727381.000000 304.000000 29638884.470107 6052.692678 0.000000 0.000000
2450262.943626 150434727381.000000 171.000000 82230102.859400 11540.371604 0.000000 1.000000
2450262.956427 150434727381.000000 284.000000 2902496.208410 2381.484237 0.000000 0.000000
2450262.967727 150434727381.000000 195.000000 39988708.966535 7621.696101 0.000000 1.000000
2450262.980489 150434727381.000000 304.000000 29810600.842725 6067.443351 0.000000 0.000000
2450263.116018 150434727381.000000 195.000000 39831616.270185 7593.851990 0.000000 1.000000
2450263.119926 150434727381.000000 195.000000 39819884.003037 7592.596331 0.000000 0.000000
2450263.242438 150434727381.000000 171.000000 81202815.995802 11493.876449 0.000000 1.000000
2450263.507101 150444146592.000000 171.000000 81977418.077804 11495.112823 0.000000 1.000000
2450263.511029 150444146592.000000 195.000000 40147975.361135 7670.078336 0.000000 0.000000
2450263.607569 150444146592.000000 304.000000 29553272.705054 6098.855736 0.000000 0.000000
2450263.612024 150444146592.000000 284.000000 2866373.383987 2374.337969 0.000000 1.000000
2450263.823454 150444146592.000000 171.000000 85612036.315351 11758.867665 0.000000 1.000000
2450263.827379 150444146592.000000 195.000000 40193168.004331 7728.991681 0.000000 0.000000
2450264.164893 150444146592.000000 195.000000 40739440.240746 7709.382955 0.000000 1.000000
2450264.459065 150444146592.000000 171.000000 81062934.676186 11400.607771 0.000000 1.000000
2450264.462985 150444146592.000000 195.000000 41178297.995814 7722.179637 0.000000 0.000000
2450264.559128 150453119148.000000 304.000000 29373213.062940 6035.476996 0.000000 0.000000
2450264.563522 150453119148.000000 284.000000 2911591.877424 2388.891541 0.000000 1.000000
2450264.774844 150453119148.000000 171.000000 82187138.358329 11438.054205 0.000000 1.000000
2450264.778768 150453119148.000000 195.000000 41671779.989373 7728.715341 0.000000 0.000000
2450265.115961 150453119148.000000 195.000000 47959590.291329 8317.609418 0.000000 1.000000
2450265.330905 150453119148.000000 304.000000 29466523.766542 6025.944988 0.000000 0.000000
2450265.362082 150453119148.000000 284.000000 2963694.885286 2427.647979 0.000000 1.000000
2450265.458901 150453119148.000000 171.000000 81715002.597292 11428.076768 0.000000 1.000000
2450265.462823 150453119148.000000 195.000000 42237578.067856 7783.152965 0.000000 0.000000
2450265.563609 150461634558.000000 284.000000 2941858.773271 2385.972236 0.000000 1.000000
2450265.774989 150461634558.000000 171.000000 81064726.992677 11431.742186 0.000000 1.000000
2450265.778897 150461634558.000000 195.000000 41931521.634681 7752.915225 0.000000 0.000000
2450266.117718 150461634558.000000 195.000000 41492411.080194 7738.718855 0.000000 1.000000
2450266.436695 150461634558.000000 171.000000 84802159.650403 11636.498598 0.000000 0.000000
2450266.440609 150461634558.000000 195.000000 45038241.567659 8028.344693 0.000000 1.000000
2450266.537162 150469669428.000000 304.000000 29409169.114425 6182.741402 0.000000 1.000000
2450266.541301 150469669428.000000 284.000000 2953157.398264 2542.881951 0.000000 0.000000
2450266.753158 150469669428.000000 171.000000 81567782.172538 11358.432985 0.000000 0.000000
2450266.757081 150469669428.000000 195.000000 42213273.956295 7755.822066 0.000000 1.000000
2450267.094098 150469669428.000000 195.000000 42303378.716071 7778.267765 0.000000 0.000000
2450267.226058 150469669428.000000 304.000000 30005784.150725 6088.541217 0.000000 1.000000
2450267.304620 150469669428.000000 171.000000 83263126.441298 11532.821910 0.000000 1.000000
2450267.308548 150469669428.000000 195.000000 41985743.426401 7768.110305 0.000000 0.000000
2450267.404839 150469669428.000000 304.000000 29248416.130407 6085.068825 0.000000 0.000000
2450267.409073 150469669428.000000 284.000000 2917758.019921 2378.348059 0.000000 1.000000
2450267.620710 150477235387.000000 171.000000 79865025.917185 11227.449164 0.000000 1.000000
2450267.960709 150477235387.000000 195.000000 42926937.401587 7812.317657 0.000000 1.000000
2450268.313369 150477235387.000000 171.000000 79069719.349385 11194.149064 0.000000 1.000000
2450268.317274 150477235387.000000 195.000000 40590875.929405 7620.336760 0.000000 0.000000
2450268.413598 150477235387.000000 304.000000 28661107.247746 5930.057002 0.000000 0.000000
2450268.418056 150477235387.000000 284.000000 2780066.802106 2358.577007 0.000000 1.000000
2450268.629482 150484285614.000000 171.000000 84186901.751017 11482.276481 0.000000 1.000000
2450268.633399 150484285614.000000 195.000000 40439383.994824 7569.358572 0.000000 0.000000
2450268.969479 150484285614.000000 195.000000 42723698.337464 7789.901682 0.000000 1.000000
2450269.325323 150484285614.000000 304.000000 28852187.910077 5893.855858 0.000000 0.000000
2450269.421078 150484285614.000000 171.000000 78220562.791693 11036.813167 0.000000 1.000000
2450269.424985 150484285614.000000 195.000000 39803090.420548 7606.482239 0.000000 0.000000
2450269.737181 150490839732.000000 171.000000 97809865.669996 12414.569003 0.000000 1.000000
2450269.741116 150490839732.000000 195.000000 40420601.604256 7568.907163 0.000000 0.000000
2450270.077199 150490839732.000000 195.000000 39889582.383895 7513.480327 0.000000 1.000000
2450270.314376 150490839732.000000 304.000000 28692334.464406 5927.063756 0.000000 1.000000
2450270.412967 150490839732.000000 171.000000 77751933.273486 11002.013548 0.000000 1.000000
2450270.416873 150490839732.000000 195.000000 39001941.454148 7454.739385 0.000000 0.000000
2450270.517657 150496875523.000000 284.000000 2650677.572386 2311.497180 0.000000 1.000000
2450270.729067 150496875523.000000 171.000000 76321730.655043 10849.379099 0.000000 1.000000
2450270.732970 150496875523.000000 195.000000 42260772.422493 7736.548488 0.000000 0.000000
2450271.069289 150496875523.000000 195.000000 38343375.824420 7375.959620 0.000000 1.000000
2450271.335999 150496875523.000000 304.000000 28423492.411989 6033.481930 0.000000 0.000000
2450271.361273 150496875523.000000 195.000000 37815534.915926 7329.696831 0.000000 1.000000
2450271.456465 150496875523.000000 171.000000 76297700.987030 10920.690864 0.000000 1.000000
2450271.460375 150496875523.000000 195.000000 38160391.735635 7975.993886 0.000000 0.000000
2450271.556701 150502372205.000000 304.000000 28780320.055272 5919.309824 0.000000 0.000000
2450271.561156 150502372205.000000 284.000000 2630379.170690 2267.691299 0.000000 1.000000
2450271.772567 150502372205.000000 171.000000 76974814.348596 10874.666968 0.000000 1.000000
2450271.776471 150502372205.000000 195.000000 37913645.766964 7307.753528 0.000000 0.000000
2450272.319981 150502372205.000000 304.000000 28702311.876034 5908.925334 0.000000 1.000000
2450272.341758 150502372205.000000 304.000000 7499279.711274 4858.490010 0.000000 0.000000
2450272.415651 150502372205.000000 171.000000 75757934.377000 10841.972854 0.000000 0.000000
2450272.419555 150502372205.000000 195.000000 37359402.643811 7275.219550 0.000000 1.000000
2450272.515843 150507331068.000000 304.000000 29505617.790988 6046.179571 0.000000 1.000000
2450272.520184 150507331068.000000 284.000000 2716059.120496 2328.484290 0.000000 0.000000
2450272.731697 150507331068.000000 171.000000 77239925.362839 10872.739346 0.000000 0.000000
2450273.096046 150507331068.000000 284.000000 2908959.752237 2418.779869 0.000000 1.000000
2450273.108598 150507331068.000000 195.000000 38477474.770017 7512.866859 0.000000 1.000000
2450273.130863 150507331068.000000 195.000000 38750372.944947 7519.460589 0.000000 1.000000
2450273.266599 150507331068.000000 171.000000 79221922.467624 11062.810656 0.000000 1.000000
2450273.270519 150507331068.000000 195.000000 38306351.496570 7364.112326 0.000000 0.000000
2450273.366924 150507331068.000000 304.000000 29658730.690828 6476.465887 0.000000 0.000000
2450273.370901 150507331068.000000 284.000000 2842611.072130 2580.590163 0.000000 1.000000
2450273.582773 150511741133.000000 171.000000 80481727.749132 11096.889702 0.000000 1.000000
2450273.586683 150511741133.000000 195.000000 46983846.929805 8112.814327 0.000000 0.000000
2450274.009831 150511741133.000000 195.000000 38221180.229824 7320.340382 0.000000 1.000000
2450274.214617 150511741133.000000 284.000000 2826843.474452 2577.204219 0.000000 1.000000
2450274.278842 150511741133.000000 304.000000 29062855.461462 6170.633852 0.000000 1.000000
2450274.359507 150511741133.000000 195.000000 37952218.118206 7314.483546 0.000000 0.000000
2450274.455849 150511741133.000000 304.000000 29447831.474150 6220.678683 0.000000 0.000000
2450274.459941 150511741133.000000 284.000000 2924980.470104 2595.428044 0.000000 1.000000
2450274.671701 150515566454.000000 171.000000 80651554.194589 11049.696453 0.000000 1.000000
2450274.675619 150515566454.000000 195.000000 39043112.305511 7402.576502 0.000000 0.000000
2450275.279393 150515566454.000000 304.000000 29461860.632619 6218.170085 0.000000 1.000000
2450275.355896 150515566454.000000 171.000000 80471228.735818 11058.376600 0.000000 1.000000
2450275.359804 150515566454.000000 195.000000 38459531.334030 7369.759691 0.000000 0.000000
2450275.456504 150515566454.000000 304.000000 29442891.523214 6194.556516 0.000000 0.000000
2450275.460615 150515566454.000000 284.000000 2812259.815312 2565.703617 0.000000 1.000000
2450275.672937 150518818798.000000 171.000000 79341421.247740 10972.688707 0.000000 1.000000
2450275.676850 150518818798.000000 195.000000 38283521.145977 7328.502561 0.000000 0.000000
2450276.013664 150518818798.000000 195.000000 39520060.749955 7535.488347 0.000000 1.000000
2450276.248951 150518818798.000000 304.000000 31509937.764732 6401.272701 0.000000 1.000000
2450276.279258 150518818798.000000 284.000000 2904842.326903 2591.700654 0.000000 0.000000
2450276.362071 150518818798.000000 171.000000 80448062.304066 11076.567131 0.000000 1.000000
2450276.365978 150518818798.000000 195.000000 38560168.358102 7379.509114 0.000000 0.000000
2450276.462294 150518818798.000000 304.000000 28926845.622811 6161.538182 0.000000 0.000000
2450276.466387 150518818798.000000 284.000000 2789906.244910 2553.740328 0.000000 1.000000
2450276.678139 150521469660.000000 171.000000 79160278.505335 10944.133312 0.000000 1.000000
2450276.682050 150521469660.000000 195.000000 38154624.890153 10329.838794 0.000000 0.000000
2450277.321059 150521469660.000000 304.000000 29272998.861916 5989.717908 0.000000 1.000000
2450277.340543 150521469660.000000 284.000000 2671997.301805 2312.992470 0.000000 0.000000
2450277.418793 150521469660.000000 171.000000 79864239.164538 10992.378499 0.000000 0.000000
2450277.422717 150521469660.000000 195.000000 37383378.314014 7271.774723 0.000000 1.000000
2450277.519048 150523526403.000000 304.000000 28786184.378899 5890.144963 0.000000 1.000000
2450277.523517 150523526403.000000 284.000000 2664123.465524 2264.337960 0.000000 0.000000
2450277.734870 150523526403.000000 171.000000 82674583.447014 11171.175424 0.000000 0.000000
2450277.738790 150523526403.000000 195.000000 38895044.795414 7394.484241 0.000000 1.000000
2450278.073858 150523526403.000000 195.000000 37412540.370984 7276.038268 0.000000 1.000000
2450278.461082 150523526403.000000 195.000000 37036632.987874 7214.414122 0.000000 0.000000
2450278.562574 150524969174.000000 284.000000 2493753.113121 2234.809753 0.000000 1.000000
2450278.775356 150524969174.000000 171.000000 82105227.724061 11096.825208 0.000000 1.000000
2450278.779277 150524969174.000000 195.000000 36566960.026199 7137.722389 0.000000 0.000000
2450279.114340 150524969174.000000 195.000000 35277194.395628 7084.732705 0.000000 0.000000
2450279.258816 150524969174.000000 304.000000 27789501.234298 5881.574717 0.000000 0.000000
2450279.289838 150524969174.000000 195.000000 35957002.870410 7257.633830 0.000000 1.000000
2450279.371152 150524969174.000000 171.000000 84723963.017389 11537.178285 0.000000 1.000000
2450279.375078 150524969174.000000 195.000000 35480950.757569 7076.762715 0.000000 0.000000
2450279.475759 150524969174.000000 284.000000 2238753.110675 2151.201269 0.000000 1.000000
2450279.687235 150525798689.000000 171.000000 84854012.674884 11244.155892 0.000000 1.000000
2450279.691177 150525798689.000000 195.000000 35569218.061907 7051.079149 0.000000 0.000000
2450280.026238 150525798689.000000 195.000000 34982256.353149 7126.398817 0.000000 0.000000
2450280.294200 150525798689.000000 304.000000 27702565.421032 5785.260047 0.000000 0.000000
2450280.396804 150525798689.000000 171.000000 81035535.200078 11021.192903 0.000000 0.000000
2450280.400729 150525798689.000000 195.000000 34845048.473453 6966.479894 0.000000 1.000000
2450280.501499 150525972471.000000 284.000000 2016809.506931 2118.035579 0.000000 0.000000
2450280.712978 150525972471.000000 171.000000 80586274.096421 11458.572194 0.000000 0.000000
2450280.716816 150525972471.000000 195.000000 34947490.940828 6961.866910 0.000000 1.000000
2450281.052790 150525972471.000000 195.000000 35001747.324239 7017.946142 0.000000 1.000000
2450281.221965 150525972471.000000 304.000000 28061835.854776 5921.571279 0.000000 0.000000
2450281.232541 150525972471.000000 284.000000 1971233.267348 2095.205320 0.000000 0.000000
2450281.333214 150525972471.000000 195.000000 38049426.064225 7295.240071 0.000000 1.000000
2450281.429549 150525972471.000000 304.000000 4539898.800801 3246.334080 0.000000 1.000000
2450281.649380 150525501137.000000 195.000000 35434708.803481 7007.162884 0.000000 1.000000
2450282.128308 150525501137.000000 304.000000 28089370.461470 5856.943369 0.000000 0.000000
2450282.146920 150525501137.000000 284.000000 1971562.004072 2111.175292 0.000000 1.000000
